aqi,co,no2,o3,pm10,pm2_5,quality,rank,so2,time_point
45,0.8,36,71,38,23,优,181,8,2022-02-07
57,0.8,45,75,52,33,良,180,8,2022-02-08
97,1,56,78,103,72,良,208,11,2022-02-09
132,1.1,60,82,137,100,轻度污染,297,10,2022-02-10
127,1.1,46,64,131,96,轻度污染,308,9,2022-02-11
58,0.8,27,58,65,36,良,147,7,2022-02-12
51,0.7,19,65,51,29,良,176,7,2022-02-13
42,0.6,21,84,35,24,优,162,6,2022-02-14
40,0.7,31,75,40,28,优,33,8,2022-02-15
40,0.6,32,79,37,25,优,186,6,2022-02-16
48,0.7,38,71,43,28,优,170,7,2022-02-17
48,0.6,33,52,48,30,优,91,8,2022-02-18
39,0.4,16,78,24,12,优,74,5,2022-02-19
37,0.5,24,73,30,14,优,123,6,2022-02-20
36,0.4,20,72,27,11,优,52,6,2022-02-21
40,0.5,21,79,28,14,优,72,6,2022-02-22
62,0.7,49,75,61,34,良,190,10,2022-02-23
102,0.9,64,84,122,76,轻度污染,215,13,2022-02-24
179,1.2,73,90,196,135,中度污染,323,13,2022-02-25
51,0.5,35,85,51,29,良,322,7,2022-02-26
67,0.7,45,80,83,34,良,65,10,2022-02-27
88,0.9,51,69,126,62,良,250,11,2022-02-28
41,0.4,20,81,25,9,优,30,5,2022-03-01
60,0.6,42,83,69,31,良,81,8,2022-03-02
78,0.8,51,60,106,49,良,169,12,2022-03-03
87,0.8,40,84,0,0,良,287,10,2022-03-04
43,0.5,33,82,43,12,优,82,6,2022-03-05
69,0.8,55,74,59,28,良,106,13,2022-03-06
59,0.8,46,84,67,33,良,221,9,2022-03-07
95,1.1,65,103,131,71,良,165,15,2022-03-08
143,1.3,76,86,179,109,轻度污染,296,14,2022-03-09
127,1.1,57,158,183,96,轻度污染,317,11,2022-03-10
115,1.1,36,102,145,87,轻度污染,316,12,2022-03-11
120,1.3,51,51,120,91,轻度污染,310,9,2022-03-12
95,1.1,40,68,91,71,良,308,8,2022-03-13
57,0.7,28,94,64,40,良,106,7,2022-03-14
90,1,42,77,120,67,良,212,10,2022-03-15
66,0.7,24,69,81,32,良,283,9,2022-03-16
41,0.6,19,69,41,15,优,124,8,2022-03-17
65,0.9,32,54,64,47,良,222,7,2022-03-18
45,0.6,23,89,33,27,优,288,6,2022-03-19
50,0.6,33,100,50,33,优,66,10,2022-03-20
47,0.5,36,83,47,30,优,256,7,2022-03-21
42,0.6,28,80,42,26,优,62,10,2022-03-22
114,0.8,40,92,112,86,轻度污染,246,8,2022-03-23
110,0.9,39,53,113,83,轻度污染,333,9,2022-03-24
88,0.9,36,71,116,65,良,293,9,2022-03-25
69,0.4,25,97,88,17,良,279,6,2022-03-26
49,0.4,19,98,34,9,优,208,5,2022-03-27
60,0.5,29,111,67,33,良,187,11,2022-03-28
79,0.8,36,78,101,58,良,252,10,2022-03-29
44,0.8,22,88,31,20,优,323,8,2022-03-30
47,0.4,25,93,36,20,优,121,7,2022-03-31
59,0.5,31,110,55,30,良,195,9,2022-04-01
65,0.6,37,117,71,38,良,254,10,2022-04-02
73,0.6,31,127,80,48,良,307,9,2022-04-03
110,0.7,23,170,104,60,轻度污染,305,11,2022-04-04
82,0.7,21,138,106,46,良,294,10,2022-04-05
52,0.5,19,82,54,8,良,180,8,2022-04-06
67,0.7,38,116,84,34,良,86,10,2022-04-07
115,1,34,169,150,87,轻度污染,241,11,2022-04-08
97,1,33,142,133,72,良,305,12,2022-04-09
109,0.9,41,169,126,63,轻度污染,300,13,2022-04-10
89,0.8,24,139,0,0,良,271,11,2022-04-11
57,0.6,19,105,63,23,良,243,8,2022-04-12
58,0.6,29,109,38,18,良,176,9,2022-04-13
50,0.4,29,100,36,13,优,61,7,2022-04-14
55,0.4,18,106,32,15,良,158,6,2022-04-15
60,0.4,22,111,49,20,良,227,7,2022-04-16
71,0.6,27,123,91,51,良,246,11,2022-04-17
98,0.7,35,157,113,67,良,274,13,2022-04-18
90,0.7,32,147,95,58,良,318,11,2022-04-19
110,0.7,21,171,94,47,轻度污染,238,12,2022-04-20
87,0.6,21,114,0,36,良,199,10,2022-04-21
55,0.4,17,103,59,17,良,288,7,2022-04-22
95,0.6,25,153,112,42,良,277,13,2022-04-23
90,1,40,114,130,57,良,321,12,2022-04-24
84,1.2,36,140,114,59,良,319,12,2022-04-25
76,0.4,19,105,0,21,良,260,8,2022-04-26
53,0.4,23,81,56,13,良,245,9,2022-04-27
36,0.5,21,70,36,22,优,131,6,2022-04-28
60,0.6,28,111,63,42,良,214,7,2022-04-29
50,0.3,17,99,24,11,优,293,6,2022-04-30
58,0.4,23,109,44,17,良,150,7,2022-05-01
70,0.6,34,124,53,23,良,152,10,2022-05-02
108,0.6,22,168,86,34,轻度污染,200,13,2022-05-03
116,0.6,18,177,103,38,轻度污染,318,12,2022-05-04
109,0.5,18,169,109,36,轻度污染,313,10,2022-05-05
61,0.6,24,80,72,24,良,286,8,2022-05-06
40,0.5,24,80,38,18,优,154,8,2022-05-07
43,0.5,22,86,30,20,优,180,6,2022-05-08
53,0.6,32,94,56,37,良,167,8,2022-05-09
65,0.6,24,89,63,47,良,308,6,2022-05-10
63,0.6,29,115,59,41,良,304,8,2022-05-11
49,0.5,19,97,20,11,优,106,6,2022-05-12
52,0.4,19,102,28,13,良,183,6,2022-05-13
53,0.4,32,103,40,13,良,222,7,2022-05-14
60,0.5,29,111,47,22,良,246,9,2022-05-15
55,0.5,26,106,48,23,良,251,8,2022-05-16
104,0.8,38,164,84,41,轻度污染,143,16,2022-05-17
114,1.2,29,175,94,50,轻度污染,330,16,2022-05-18
130,0.7,39,192,82,41,轻度污染,155,15,2022-05-19
138,0.7,23,201,72,30,轻度污染,303,12,2022-05-20
125,0.6,20,187,68,28,轻度污染,291,11,2022-05-21
135,0.6,19,198,73,29,轻度污染,266,11,2022-05-22
131,0.6,22,194,71,34,轻度污染,295,11,2022-05-23
141,0.7,26,205,78,38,轻度污染,294,11,2022-05-24
55,0.4,14,106,34,10,良,309,7,2022-05-25
66,0.4,19,119,42,13,良,241,7,2022-05-26
90,0.6,25,148,54,19,良,273,11,2022-05-27
151,0.7,16,216,87,33,中度污染,241,12,2022-05-28
60,0.5,14,111,57,21,良,303,8,2022-05-29
85,0.5,20,141,42,13,良,193,9,2022-05-30
137,0.6,29,200,70,25,轻度污染,223,12,2022-05-31
